time,Pjmax_BENSEKRANE,Pjmax_LALA SETTI,Pjmax_M LILIA HENNAIA,Pjmax_PIERRE DU CHAT,Pjmax_Sabra,Pjmax_TLEMCEN MN
1950-12-31,17.232188768684864,17.232188768684864,17.232188768684864,14.23564120195806,14.23564120195806,17.232188768684864
1951-12-31,15.104479528963566,15.104479528963566,15.104479528963566,13.75872390344739,13.75872390344739,15.104479528963566
1952-12-31,11.854206724092364,11.854206724092364,11.854206724092364,10.631494084373116,10.631494084373116,11.854206724092364
1953-12-31,27.4323295801878,27.4323295801878,27.4323295801878,18.23551515117288,18.23551515117288,27.4323295801878
1954-12-31,11.926978407427669,11.926978407427669,11.926978407427669,15.573374088853598,15.573374088853598,11.926978407427669
1955-12-31,9.717082930728791,9.717082930728791,9.717082930728791,15.488900849595666,15.488900849595666,9.717082930728791
1956-12-31,16.20512860827148,16.20512860827148,16.20512860827148,18.29425049945712,18.29425049945712,16.20512860827148
1957-12-31,9.084277949295938,9.084277949295938,9.084277949295938,19.356390181928877,19.356390181928877,9.084277949295938
1958-12-31,17.929701833054423,17.929701833054423,17.929701833054423,11.23163290321827,11.23163290321827,17.929701833054423
1959-12-31,17.94955311343074,17.94955311343074,17.94955311343074,27.36647045239806,27.36647045239806,17.94955311343074
1960-12-31,17.11168298497796,17.11168298497796,17.11168298497796,13.14147594384849,13.14147594384849,17.11168298497796
1961-12-31,18.625901034101844,18.625901034101844,18.625901034101844,21.311157289892435,21.311157289892435,18.625901034101844
1962-12-31,14.52240413054824,14.52240413054824,14.52240413054824,14.929418871179225,14.929418871179225,14.52240413054824
1963-12-31,14.78047831915319,14.78047831915319,14.78047831915319,30.63321998342872,30.63321998342872,14.78047831915319
1964-12-31,18.71226648800075,18.71226648800075,18.71226648800075,13.654047343879938,13.654047343879938,18.71226648800075
1965-12-31,24.59299173206091,24.59299173206091,24.59299173206091,14.95432066731155,14.95432066731155,24.59299173206091
1966-12-31,6.374942790716887,6.374942790716887,6.374942790716887,9.515694086439908,9.515694086439908,6.374942790716887
1967-12-31,10.703801829367876,10.703801829367876,10.703801829367876,17.389886314049363,17.389886314049363,10.703801829367876
1968-12-31,28.972964454442263,28.972964454442263,28.972964454442263,10.797668248414992,10.797668248414992,28.972964454442263
1969-12-31,24.37784504145384,24.37784504145384,24.37784504145384,18.99813045747578,18.99813045747578,24.37784504145384
1970-12-31,12.241288460791113,12.241288460791113,12.241288460791113,13.10397614724934,13.10397614724934,12.241288460791113
1971-12-31,21.72596091404557,21.72596091404557,21.72596091404557,13.272257521748545,13.272257521748545,21.72596091404557
1972-12-31,14.939184207469223,14.939184207469223,14.939184207469223,8.936372143216431,8.936372143216431,14.939184207469223
1973-12-31,51.24985780566931,51.24985780566931,51.24985780566931,21.559420879930254,21.559420879930254,51.24985780566931
1974-12-31,17.61194681748748,17.61194681748748,17.61194681748748,48.460811376571655,48.460811376571655,17.61194681748748
1975-12-31,12.299459287896752,12.299459287896752,12.299459287896752,18.100168369710445,18.100168369710445,12.299459287896752
1976-12-31,22.61294312775135,22.61294312775135,22.61294312775135,25.74537433683872,25.74537433683872,22.61294312775135
1977-12-31,25.686359871178865,25.686359871178865,25.686359871178865,13.485714420676231,13.485714420676231,25.686359871178865
1978-12-31,30.92300416901708,30.92300416901708,30.92300416901708,24.58979319781065,24.58979319781065,30.92300416901708
1979-12-31,17.198181711137295,17.198181711137295,17.198181711137295,19.36814580112696,19.36814580112696,17.198181711137295
1980-12-31,8.615197939798236,8.615197939798236,8.615197939798236,10.690890764817595,10.690890764817595,8.615197939798236
1981-12-31,17.326719034463167,17.326719034463167,17.326719034463167,21.751249954104424,21.751249954104424,17.326719034463167
1982-12-31,15.658160392194986,15.658160392194986,15.658160392194986,17.118007130920887,17.118007130920887,15.658160392194986
1983-12-31,29.791952669620517,29.791952669620517,29.791952669620517,18.64469242282212,18.64469242282212,29.791952669620517
1984-12-31,18.8079962041229,18.8079962041229,18.8079962041229,14.478490920737386,14.478490920737386,18.8079962041229
1985-12-31,13.551701791584492,13.551701791584492,13.551701791584492,26.81332267820835,26.81332267820835,13.551701791584492
1986-12-31,19.47247409261763,19.47247409261763,19.47247409261763,14.975014328956604,14.975014328956604,19.47247409261763
1987-12-31,11.941316490992904,11.941316490992904,11.941316490992904,16.29523951560259,16.29523951560259,11.941316490992904
1988-12-31,17.599792638793588,17.599792638793588,17.599792638793588,15.4238048940897,15.4238048940897,17.599792638793588
1989-12-31,21.85912504792213,21.85912504792213,21.85912504792213,17.398116504773498,17.398116504773498,21.85912504792213
1990-12-31,11.611198587343097,11.611198587343097,11.611198587343097,13.5594567283988,13.5594567283988,11.611198587343097
1991-12-31,11.488677375018597,11.488677375018597,11.488677375018597,21.177133172750477,21.177133172750477,11.488677375018597
1992-12-31,13.917232397943735,13.917232397943735,13.917232397943735,8.323101606220007,8.323101606220007,13.917232397943735
1993-12-31,19.336318876594305,19.336318876594305,19.336318876594305,15.46211689710617,15.46211689710617,19.336318876594305
1994-12-31,17.755917320027947,17.755917320027947,17.755917320027947,18.42433805577457,18.42433805577457,17.755917320027947
1995-12-31,10.079035931266844,10.079035931266844,10.079035931266844,9.781699860468509,9.781699860468509,10.079035931266844
1996-12-31,27.72048683837056,27.72048683837056,27.72048683837056,15.453109703958036,15.453109703958036,27.72048683837056
1997-12-31,20.842533046379685,20.842533046379685,20.842533046379685,14.562441129237412,14.562441129237412,20.842533046379685
1998-12-31,18.246688647195697,18.246688647195697,18.246688647195697,27.493235003203157,27.493235003203157,18.246688647195697
