time,Pjmax_BENSEKRANE,Pjmax_LALA SETTI,Pjmax_M LILIA HENNAIA,Pjmax_PIERRE DU CHAT,Pjmax_Sabra,Pjmax_TLEMCEN MN
1950-12-31,27.09206035360694,17.29619214311242,17.29619214311242,17.29619214311242,26.93462809547782,17.29619214311242
1951-12-31,12.55940180271864,23.440420534461737,23.440420534461737,23.440420534461737,16.71944009140134,23.440420534461737
1952-12-31,29.48568044230342,20.333556225523356,20.333556225523356,20.333556225523356,33.104658499360085,20.333556225523356
1953-12-31,24.298472609370947,8.747487631626427,8.747487631626427,8.747487631626427,28.5976848565042,8.747487631626427
1954-12-31,19.042452285066247,13.326534535735846,13.326534535735846,13.326534535735846,17.247746419161558,13.326534535735846
1955-12-31,16.410284908488393,28.30091519281268,28.30091519281268,28.30091519281268,24.737018812447783,28.30091519281268
1956-12-31,15.869435900822282,10.161471739411354,10.161471739411354,10.161471739411354,35.77212542295456,10.161471739411354
1957-12-31,21.80594187229872,17.830891767516732,17.830891767516732,17.830891767516732,22.16935520991683,17.830891767516732
1958-12-31,23.372848983854052,22.769641131162643,22.769641131162643,22.769641131162643,28.38706187903881,22.769641131162643
1959-12-31,18.30143965780735,19.285045517608523,19.285045517608523,19.285045517608523,20.635488303378224,19.285045517608523
1960-12-31,30.46109760180116,23.058429546654224,23.058429546654224,23.058429546654224,30.208410881459717,23.058429546654224
1961-12-31,14.17962284758687,13.074824726209044,13.074824726209044,13.074824726209044,20.20576195791364,13.074824726209044
1962-12-31,20.505139231681824,9.331680298782883,9.331680298782883,9.331680298782883,29.28741909563541,9.331680298782883
1963-12-31,13.106171367689967,10.353714460507035,10.353714460507035,10.353714460507035,20.43975661508739,10.353714460507035
1964-12-31,33.43776119872928,12.234622333198786,12.234622333198786,12.234622333198786,28.272689133882523,12.234622333198786
1965-12-31,18.14787606708705,21.937871351838112,21.937871351838112,21.937871351838112,19.67551815323532,21.937871351838112
1966-12-31,45.910754799842834,13.43154050409794,13.43154050409794,13.43154050409794,26.70324733480811,13.43154050409794
1967-12-31,54.316724091768265,9.830048144795,9.830048144795,9.830048144795,27.086807414889336,9.830048144795
1968-12-31,26.22511424124241,18.951338063925505,18.951338063925505,18.951338063925505,21.02491487748921,18.951338063925505
1969-12-31,17.17807142995298,17.597005236893892,17.597005236893892,17.597005236893892,15.3034386690706,17.597005236893892
1970-12-31,25.34228358417749,18.421771936118603,18.421771936118603,18.421771936118603,22.71191915497184,18.421771936118603
1971-12-31,36.72171039506793,45.77648676931858,45.77648676931858,45.77648676931858,39.11313274875283,45.77648676931858
1972-12-31,16.82693171314895,11.340165557339787,11.340165557339787,11.340165557339787,40.74997510761023,11.340165557339787
1973-12-31,19.42723444662988,25.727553572505716,25.727553572505716,25.727553572505716,17.425304045900702,25.727553572505716
1974-12-31,19.852802949026227,15.83059960976243,15.83059960976243,15.83059960976243,18.431844050064683,15.83059960976243
1975-12-31,22.620036732405424,47.02200405299664,47.02200405299664,47.02200405299664,35.04513278603554,47.02200405299664
1976-12-31,48.62089902162552,23.765813559293747,23.765813559293747,23.765813559293747,29.256404377520084,23.765813559293747
1977-12-31,18.567991722375154,16.189005179330707,16.189005179330707,16.189005179330707,34.8930942825973,16.189005179330707
1978-12-31,16.68994794599712,13.065305817872286,13.065305817872286,13.065305817872286,20.575880398973823,13.065305817872286
1979-12-31,26.587272807955745,61.68587543070316,61.68587543070316,61.68587543070316,36.780342645943165,61.68587543070316
1980-12-31,33.1474288366735,17.20385206863284,17.20385206863284,17.20385206863284,18.516891868785024,17.20385206863284
1981-12-31,15.061802230775356,13.404701231047513,13.404701231047513,13.404701231047513,44.808266311883926,13.404701231047513
1982-12-31,15.995383216068149,18.722314713522792,18.722314713522792,18.722314713522792,27.523490320891145,18.722314713522792
1983-12-31,26.179630681872368,22.928245179355145,22.928245179355145,22.928245179355145,15.6226207036525,22.928245179355145
1984-12-31,16.013400116935372,18.280836520716548,18.280836520716548,18.280836520716548,16.690391767770052,18.280836520716548
1985-12-31,16.52946677058935,24.43951489403844,24.43951489403844,24.43951489403844,33.870523888617754,24.43951489403844
1986-12-31,18.211859324947,22.013155091553926,22.013155091553926,22.013155091553926,13.345890445634724,22.013155091553926
1987-12-31,15.648659085854888,22.630648221820596,22.630648221820596,22.630648221820596,22.065239399671555,22.630648221820596
1988-12-31,17.349364003166556,7.979482971131802,7.979482971131802,7.979482971131802,18.30922979861498,7.979482971131802
1989-12-31,18.88739252462983,15.91188688762486,15.91188688762486,15.91188688762486,36.069282330572605,15.91188688762486
1990-12-31,17.969625676050782,16.384665202349424,16.384665202349424,16.384665202349424,16.480650147423148,16.384665202349424
1991-12-31,21.191760431975126,33.97567318752408,33.97567318752408,33.97567318752408,30.77285662293434,33.97567318752408
1992-12-31,18.336691427975893,13.700951635837557,13.700951635837557,13.700951635837557,22.909323032945395,13.700951635837557
1993-12-31,23.689068853855133,22.82335991039872,22.82335991039872,22.82335991039872,20.462982449680567,22.82335991039872
1994-12-31,11.305166501551868,23.04621627554297,23.04621627554297,23.04621627554297,15.92298997566104,23.04621627554297
1995-12-31,36.04713650420308,38.446560222655535,38.446560222655535,38.446560222655535,28.44829922541976,38.446560222655535
1996-12-31,46.07217516750097,7.8831208404153585,7.8831208404153585,7.8831208404153585,19.86540975049138,7.8831208404153585
1997-12-31,39.24961108714342,22.992233466356996,22.992233466356996,22.992233466356996,19.92367235943675,22.992233466356996
1998-12-31,34.3979325145483,11.185734439641235,11.185734439641235,11.185734439641235,15.98287825472653,11.185734439641235
